created,application_id,ref_type,ref_hash,click_hash,attributed,implicit,device_countrycode,device_brand,device_model,session_user_agent,user_agent,event_uuid,kind,wifi,trans_id,ip_address,device_language
2019-03-12 12:57:42.460,2,1891515180541284343,611380881213293458,,False,False,6333597102633388268,2.208834667126999e+18,5.078198232874402e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Moto G (5) Plus Build/OPSS28.85-13-5),,,true,,6738320294502038402,9.0283826551012e+18
2019-03-12 13:25:29.841,2,1891515180541284343,5566372061916199893,,False,False,6333597102633388268,2.208834667126999e+18,1.9353053804589952e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 7.0; Moto C Plus Build/NRD90M.06.045),,,true,,8262991154202232888,9.0283826551012e+18
2019-03-12 13:23:11.088,2,1891515180541284343,5814833416129316902,,False,False,6333597102633388268,2.208834667126999e+18,6.642035026802493e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 7.0; Moto G (5) Build/NPP25.137-93-2),,,true,,6097596738570698938,9.0283826551012e+18
2019-03-12 13:34:06.543,2,1891515180541284343,5611184548012188441,,False,False,6333597102633388268,2.208834667126999e+18,6.642035026802493e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 7.0; Moto G (5) Build/NPPS25.137-93-2-5),,,true,,6522119406117736185,9.0283826551012e+18
2019-03-12 13:10:24.695,2,1891515180541284343,7488828542667325489,,False,False,6333597102633388268,3.083058605577787e+17,2.0664313823771248e+17,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G570M Build/R16NW),,,true,,7244479892824419405,9.0283826551012e+18
2019-03-12 13:15:47.328,2,1891515180541284343,2199273644367653230,,False,False,6333597102633388268,3.093165991971729e+18,6.318964231345619e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 7.0; MS60F Build/NRD90M),,,true,,627974920620404284,9.0283826551012e+18
2019-03-12 13:14:29.934,2,1891515180541284343,6822779531522103210,,False,False,6333597102633388268,3.2285160909036396e+18,3.6064474012020823e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 6.0; 5010E Build/MRA58K),,,true,,2639897368065100121,9.0283826551012e+18
2019-03-12 13:01:07.322,2,1891515180541284343,4246740868655797086,,False,False,6333597102633388268,2.5232459822329236e+18,8.604122202547542e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 7.0; LG-M250 Build/NRD90U),,,true,,2437182333261980529,9.0283826551012e+18
2019-03-12 13:00:01.221,2,1891515180541284343,7025186372201831633,,False,False,6333597102633388268,2.208834667126999e+18,3.0574023248014715e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 8.0.0; moto g(6) play Build/OPP27.91-177),,,true,,3254722443434906570,9.0283826551012e+18
2019-03-12 13:03:11.414,2,1891515180541284343,2423726382759860867,,False,False,6333597102633388268,3.083058605577787e+17,9.098443153716766e+18,http-kit/2.0,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G532MT Build/MMB29T),,,true,,2706357072127963511,9.0283826551012e+18
